label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
0,102,1,398,336,face-602.jpg,500,500
0,0,1,399,358,face-603.jpg,500,500
0,57,10,443,324,face-604.jpg,500,500
0,27,0,431,353,face-605.jpg,500,500
0,88,5,387,346,face-606.jpg,500,500
0,55,4,441,343,face-607.jpg,500,500
0,75,0,410,352,face-608.jpg,500,500
0,38,7,380,350,face-609.jpg,500,500
0,41,2,428,330,face-611.jpg,500,500
0,46,0,423,345,face-613.jpg,500,500
0,22,0,416,327,face-614.jpg,500,500
0,68,5,374,339,face-626.jpg,500,500
0,3,0,426,373,face-668.jpg,500,500
0,41,0,418,352,face-670.jpg,500,500
0,33,0,467,345,face-671.jpg,500,500
0,58,0,418,339,face-672.jpg,500,500
0,67,6,401,343,face-674.jpg,500,500
0,69,35,383,293,face-675.jpg,500,500
0,24,11,410,336,face-676.jpg,500,500
0,72,14,384,333,face-678.jpg,500,500
0,16,3,449,350,face-694.jpg,500,500
0,63,2,411,329,face-695.jpg,500,500
0,45,0,377,344,face-697.jpg,500,500
0,64,6,405,317,face-700.jpg,500,500
0,26,3,440,337,face-701.jpg,500,500
0,60,4,404,340,face-702.jpg,500,500
0,30,15,416,332,face-704.jpg,500,500
0,42,3,436,326,face-746.jpg,500,500
0,37,0,409,339,face-747.jpg,500,500
0,75,0,408,333,face-756.jpg,500,500
0,71,7,391,328,face-757.jpg,500,500
0,36,9,402,331,face-760.jpg,500,500
0,65,6,335,337,face-762.jpg,500,500
0,48,10,422,322,face-763.jpg,500,500
0,52,8,426,330,face-764.jpg,500,500
0,66,0,418,343,face-789.jpg,500,500
0,78,7,379,333,face-791.jpg,500,500
0,77,5,388,339,face-797.jpg,500,500
0,41,0,418,323,face-806.jpg,500,500
0,52,4,385,334,face-811.jpg,500,500
0,68,2,402,337,face-859.jpg,500,500
0,67,3,406,350,face-861.jpg,500,500
0,17,10,367,330,face-863.jpg,500,500
0,32,0,388,364,face-865.jpg,500,500
0,46,0,405,363,face-869.jpg,500,500
0,22,5,433,327,face-871.jpg,500,500
0,69,6,426,340,face-872.jpg,500,500
0,13,0,440,353,face-881.jpg,500,500
0,108,3,382,354,face-882.jpg,500,500
0,73,0,415,339,face-888.jpg,500,500
0,75,0,395,328,face-892.jpg,500,500
0,1,8,450,338,face-894.jpg,500,500
0,85,1,384,342,face-895.jpg,500,500
0,65,1,362,343,face-897.jpg,500,500
0,65,2,432,354,face-906.jpg,500,500
0,94,0,374,345,face-910.jpg,500,500
0,11,0,475,355,face-911.jpg,500,500
0,48,0,409,333,face-912.jpg,500,500
0,39,3,432,343,face-913.jpg,500,500
0,99,7,388,345,face-915.jpg,500,500
0,29,9,424,340,face-916.jpg,500,500
0,37,0,436,347,face-920.jpg,500,500
0,17,0,425,350,face-928.jpg,500,500
0,80,0,400,343,face-931.jpg,500,500
0,95,5,380,331,face-932.jpg,500,500
0,62,0,405,340,face-938.jpg,500,500
0,6,3,452,334,face-940.jpg,500,500
0,38,1,425,344,face-941.jpg,500,500
0,21,0,402,361,face-945.jpg,500,500
0,87,0,404,333,face-947.jpg,500,500
0,55,0,428,345,face-948.jpg,500,500
0,63,0,411,343,face-950.jpg,500,500
0,56,2,436,352,face-951.jpg,500,500
0,13,0,487,340,face-957.jpg,500,500
0,10,0,463,350,face-960.jpg,500,500
0,0,0,356,359,face-966.jpg,500,500
0,3,0,453,331,face-969.jpg,500,500
0,29,8,394,342,face-976.jpg,500,500
0,72,11,383,335,face-986.jpg,500,500
0,30,1,439,339,face-987.jpg,500,500
0,36,9,414,345,face-989.jpg,500,500
0,46,1,434,330,face-990.jpg,500,500
0,0,0,498,330,face-991.jpg,500,500
0,32,0,430,339,face-995.jpg,500,500
0,0,29,456,309,glasses_dataset2__no_eyewear__PRI_80098116.jpg,500,500
0,13,35,471,306,glasses_dataset2__no_eyewear__PRI_88981081.jpg,500,500
0,94,1,355,340,glasses_dataset2__no_eyewear__Saaya_Irie_Asian_model_women-1477787.jpg,500,500
0,25,4,403,320,glasses_dataset2__no_eyewear__Spiky-White-Guy-Hair.jpg,500,500
0,105,30,342,306,glasses_dataset2__no_eyewear__Stylish-Asian-Men-Hairstyles-2015-962x768.jpg,500,500
0,18,20,338,301,glasses_dataset2__no_eyewear__Sung-Kang-56a60bfa3df78cf7728b1218.jpg,500,500
0,93,35,372,287,glasses_dataset2__no_eyewear__Sylvester-Stallone_607d6e4c7a651.jpg,500,500
0,171,19,325,419,glasses_dataset2__no_eyewear__TIGO-506-IN-USE.jpg,500,500
0,0,3,459,325,glasses_dataset2__no_eyewear__The-Beautiful-White-Women-10051336D4BCCF89.jpg,500,500
0,52,34,344,284,glasses_dataset2__no_eyewear__The-Fro-Hawk-Black-Men-Haircuts.jpg,500,500
0,37,6,432,327,glasses_dataset2__no_eyewear__The-Top-11-Face-Primer-for-Older-Women-to-Improve-Makeup-Coverage.jpg,500,500
0,166,32,262,291,glasses_dataset2__no_eyewear__ThinkstockPhotos-513499334.jpg,500,500
0,110,33,324,277,glasses_dataset2__no_eyewear__Tom-Hanks-1.jpg,500,500
0,76,58,339,268,glasses_dataset2__no_eyewear__Tony-Elumelu-Richest-Black-Man-2017.jpg,500,500
0,91,13,330,310,glasses_dataset2__no_eyewear__Top-10-Most-Beautiful-Japanese-Women-in-the-World-Hot-Actress-Japan-6.jpg,500,500
0,140,53,334,265,glasses_dataset2__no_eyewear__Top-10-Richest-Person-In-India-2016-2017-1.jpg,500,500
0,97,32,377,303,glasses_dataset2__no_eyewear__TranPicture.jpg,500,500
0,111,4,329,309,glasses_dataset2__no_eyewear__Trendy-Asian-haircut-for-men.jpg,500,500
0,122,82,299,246,glasses_dataset2__no_eyewear__Wally-Londo.jpg,500,500
0,128,4,363,331,glasses_dataset2__no_eyewear__White-Men-Cant-Jump-on-Hulu-CS-1.jpg,500,500
0,0,0,303,438,glasses_dataset2__no_eyewear__Wireless-Earbuds.jpg,500,500
0,101,7,395,305,glasses_dataset2__no_eyewear__Young-Mens-Haircuts-46-1024x1024.jpg,500,500
0,88,1,405,324,glasses_dataset2__no_eyewear__Young_woman-body_language.jpg,500,500
0,0,3,433,336,glasses_dataset2__no_eyewear__preview2x.jpg,500,500
0,169,45,330,273,glasses_dataset2__no_eyewear__profile-portrait-young-smiling-woman-isolated-white-background-93120380.jpg,500,500
0,198,35,302,289,glasses_dataset2__no_eyewear__profile-view-young-handsome-man-face-studio-shot-wearing-red-checkered-shirt-against-gray-background-130045657.jpg,500,500
0,88,68,335,276,glasses_dataset2__no_eyewear__retired-elderly-people-and-friendship-two-old-men-meeting-and-talking-CX43D5.jpg,500,500
0,23,14,453,323,glasses_dataset2__no_eyewear__rs_634x1024-140219050229-634-Jada-Pinkett-Smith-JR-21914.jpg,500,500
0,15,2,450,322,glasses_dataset2__no_eyewear__sad-elder-woman-sofa_23-2149403974.jpg,500,500
0,0,9,379,322,glasses_dataset2__no_eyewear__salon-beauty-and-hair-with-a-model-black-woman-in-studio-on-a-gray-background-for-natural-treatment-aesthetic-face-and-haircare-with-an-attractive-2N8.jpg,500,500
0,130,0,328,318,glasses_dataset2__no_eyewear__screen-2.jpg,500,500
0,11,23,312,322,glasses_dataset2__no_eyewear__serious-female-profile-black-background-copyspace-80672221.jpg,500,500
0,85,3,368,321,glasses_dataset2__no_eyewear__serious-man-portrait-isolated-white-background-47034676.jpg,500,500
0,18,9,456,317,glasses_dataset2__no_eyewear__serious-white-guy-with-dreads.jpg,500,500
0,0,0,378,356,glasses_dataset2__no_eyewear__sexiest_and_most_beautiful_people_10.jpg,500,500
0,54,2,352,343,glasses_dataset2__no_eyewear__sexy-female-beauty-redhair-posing-outside-37376472.jpg,500,500
0,27,2,368,328,glasses_dataset2__no_eyewear__short-curly-hairstyles-for-black-women-29-697x1024.jpg,500,500
0,87,1,347,317,glasses_dataset2__no_eyewear__short-hairstyles-for-men-with-thick-wavy-hair-2013-3.jpg,500,500
0,6,12,382,312,glasses_dataset2__no_eyewear__short_hairstyles_black_women_african_american_short_hairstyles_for_2011_3.jpg,500,500
0,193,37,307,296,glasses_dataset2__no_eyewear__side-profile-photo-young-handsome-260nw-654932254.jpg,500,500
0,192,59,308,270,glasses_dataset2__no_eyewear__side-view-portrait-man-standing_53876-61206.jpg,500,500
0,87,17,344,323,glasses_dataset2__no_eyewear__skin-care-woman-face-no-makeup-attractive-blonde-fresh-natural-make-up-gray-51599886.jpg,500,500
0,164,27,321,309,glasses_dataset2__no_eyewear__skullcandy-earbuds-push-7.jpg,500,500
0,93,39,339,294,glasses_dataset2__no_eyewear__slide_447372_5955724_free.jpg,500,500
0,13,20,398,321,glasses_dataset2__no_eyewear__slide_447372_5955728_free.jpg,500,500
0,36,8,438,319,glasses_dataset2__no_eyewear__smiling-mature-woman-usa-TA958P.jpg,500,500
0,89,18,377,315,glasses_dataset2__no_eyewear__smiling-old-woman-casket-28805973.jpg,500,500
0,77,15,356,307,glasses_dataset2__no_eyewear__smiling-older-man-standing-against-gray-wall-close-up-portrait-70484285.jpg,500,500
0,123,50,337,274,glasses_dataset2__no_eyewear__smiling-young-woman.jpg,500,500
0,78,97,337,221,glasses_dataset2__no_eyewear__southeast-asian-man-25832961.jpg,500,500
0,84,37,348,283,glasses_dataset2__no_eyewear__stock-photo-woman-young-beautiful-no-make-up-touching-face-with-her-hands-isolated-on-white-background-73046149.jpg,500,500
0,22,0,408,332,glasses_dataset2__no_eyewear__stock-photo-young-asian-man-with-fashion-hairstyle-346694114.jpg,500,500
0,106,11,311,306,glasses_dataset2__no_eyewear__stylish-afro-fade-haircuts-for-black-men.jpg,500,500
0,79,0,397,329,glasses_dataset2__no_eyewear__terrific-long-hairstyles-for-black-men-2014.jpg,500,500
0,88,80,317,255,glasses_dataset2__no_eyewear__the-head-of-a-chawia-shawia-male-from-el-baali-in-the-aures-profile-2PFKGHB.jpg,500,500
0,32,19,331,310,glasses_dataset2__no_eyewear__these-famous-people-have-tickets-richard-branson-space-flights-tom-hanks.jpg,500,500
0,52,0,381,337,glasses_dataset2__no_eyewear__tile-female2.jpg,500,500
0,53,0,345,329,glasses_dataset2__no_eyewear__top-30-trendy-asian-men-hairstyles-2019-throughout-how-to-do-asian-hairstyles-for-guys.jpg,500,500
0,0,33,365,296,glasses_dataset2__no_eyewear__top_ten_belles_from_peoples_2012_most_beautiful_list_640_12.jpg,500,500
0,0,2,405,322,glasses_dataset2__no_eyewear__tsuk9585_3.jpg,500,500
0,0,16,497,319,glasses_dataset2__no_eyewear__ttp5167699-to-the-person-behind-me-dear-person-behind-me-you-matter--black-wlt-front.jpg,500,500
0,0,37,349,276,glasses_dataset2__no_eyewear__ufislonzy5srnuwurapk.jpg,500,500
0,72,86,366,230,glasses_dataset2__no_eyewear__ugly-people-2.jpg,500,500
0,61,39,366,284,glasses_dataset2__no_eyewear__videoblocks-portrait-of-handsome-mixed-race-male-smiling-to-camera-in-a-busy-high-street-in-slow-motion_bz03c3bsg_thumbnail-1080_01.jpg,500,500
0,29,17,452,298,glasses_dataset2__no_eyewear__wavy-hairstyles-for-black-women-2.jpg,500,500
0,8,61,340,278,glasses_dataset2__no_eyewear__wh-union-jlo-2x1-1553546861.jpg,500,500
0,118,58,327,261,glasses_dataset2__no_eyewear__white-leather-vest-a.jpg,500,500
0,95,15,375,320,glasses_dataset2__no_eyewear__white-man-1024x614.jpg,500,500
0,68,38,387,290,glasses_dataset2__no_eyewear__white-men-can-t-jump.jpg,500,500
0,116,34,371,270,glasses_dataset2__no_eyewear__white-men-cant-jump-trailer-tgj-600x377.jpg,500,500
0,20,5,397,322,glasses_dataset2__no_eyewear__white-women-model-portrait-long-hair-photography-singer-dress-black-hair-fashion-Person-clothing-Katie-Melua-supermodel-girl-beauty-woman-lady-photogr.jpg,500,500
0,92,26,317,294,glasses_dataset2__no_eyewear__whitewomenblackhairstyle-685x1024.jpg,500,500
0,75,9,366,315,glasses_dataset2__no_eyewear__who-is-the-most-powerful-person-in-the-japanese-government_6f20067de.jpg,500,500
0,58,46,368,284,glasses_dataset2__no_eyewear__why-a-white-straight-man-made-a-comedy-about-homophobia-750.jpg,500,500
0,87,6,390,320,glasses_dataset2__no_eyewear__willem.jpg,500,500
0,115,47,332,284,glasses_dataset2__no_eyewear__wim62crpb8znxqhwa3hy.jpg,500,500
0,27,18,344,301,glasses_dataset2__no_eyewear__woman-beautiful-face-no-make-up-makeup-young-pure-skin-sexy-lips-posing-light-background-skincare-natural-beauty-152207842.jpg,500,500
0,3,0,452,320,glasses_dataset2__no_eyewear__woman-having-idea-white-background_13339-262517.jpg,500,500
0,64,18,375,316,glasses_dataset2__no_eyewear__woman-makeup-portrait-young-beautiful-long-hair-84603615.jpg,500,500
0,0,10,384,310,glasses_dataset2__no_eyewear__woman-no-makeup-adorable-face-blond-long-hair-pretty-girl-posing-blue-dress-white-background-cosmetics-skincare-125555978.jpg,500,500
0,125,12,305,320,glasses_dataset2__no_eyewear__woman-no-makeup-skin-cute-face-outdoor-natural-beauty-look-concept-115804557.jpg,500,500
0,49,52,390,272,glasses_dataset2__no_eyewear__woman-white-13382272.jpg,500,500
0,24,0,407,312,glasses_dataset2__no_eyewear__woman-white-shirt-jeans-stands-against-grey-wall_759095-10729.jpg,500,500
0,0,9,326,317,glasses_dataset2__no_eyewear__woman_profile_study_by_cl0aked-d5sgwyu.jpg,500,500
0,11,0,435,323,glasses_dataset2__no_eyewear__women_model_blonde_women_outdoors_brown_eyes_no_bra_white_tops_depth_of_field-338613.jpg,500,500
0,165,0,335,313,glasses_dataset2__no_eyewear__women_women_outdoors_blonde_long_hair_face_windy_side_view-122225.jpg,500,500
0,2,7,442,319,glasses_dataset2__no_eyewear__worlds-most-beautiful-people-2010-04.jpg,500,500
0,35,0,453,347,glasses_dataset2__no_eyewear__yael-most-beautiful-video.jpg,500,500
0,87,54,307,273,glasses_dataset2__no_eyewear__young-african-american-male-fashion-model-19518375.jpg,500,500
0,104,20,341,315,glasses_dataset2__no_eyewear__young-asian-business-man-25726725.jpg,500,500
0,101,39,360,276,glasses_dataset2__no_eyewear__young-asian-man-17015857.jpg,500,500
0,107,6,368,321,glasses_dataset2__no_eyewear__young-asian-man-close-up-smile-shot-isolated-white-80938042.jpg,500,500
0,0,9,331,306,glasses_dataset2__no_eyewear__young-asian-man-vomiting-brown-paper-bag_885751-37.jpg,500,500
0,48,5,395,332,glasses_dataset2__no_eyewear__young-asian-woman-17617022.jpg,500,500
0,195,132,305,212,glasses_dataset2__no_eyewear__young-asian-woman-with-car_296537-11019.jpg,500,500
0,6,0,476,328,glasses_dataset2__no_eyewear__young-beautiful-girl-with-afro-hairstyle_230311-5832.jpg,500,500
0,3,3,490,315,glasses_dataset2__no_eyewear__young-black-woman-afro-hairstyle-smiling-laughing-girl-wearing-clothes-studio-shot-137652893.jpg,500,500
0,0,0,383,332,glasses_dataset2__no_eyewear__young-black-woman-smile-braces-hires1.jpg,500,500
0,0,12,497,308,glasses_dataset2__no_eyewear__young-black-woman-with-afro-hairstyle-smiling-ZH942UK.jpg,500,500
0,90,31,362,303,glasses_dataset2__no_eyewear__young-brunette-man-posing-with-a-shovel-DGN7N4.jpg,500,500
0,70,21,352,305,glasses_dataset2__no_eyewear__young-business-man-7870322.jpg,500,500
0,149,36,320,285,glasses_dataset2__no_eyewear__young-business-man-smiling-7868561.jpg,500,500
0,112,17,345,316,glasses_dataset2__no_eyewear__young-business-woman-1470305689586.jpg,500,500
0,13,11,449,319,glasses_dataset2__no_eyewear__young-female-pink-12317087.jpg,500,500
0,84,53,366,278,glasses_dataset2__no_eyewear__young-girl-no-make-up-perfect-skin-isolated-over-white-background-studio-shooting-beauty-advertising-60891327.jpg,500,500
0,24,38,350,287,glasses_dataset2__no_eyewear__young-handsome-black-man-3322509.jpg,500,500
0,13,13,395,330,glasses_dataset2__no_eyewear__young-handsome-male-smiles-holds-mobile-phone-8519022.jpg,500,500
0,31,28,326,302,glasses_dataset2__no_eyewear__young-handsome-man-20853457.jpg,500,500
0,52,19,345,296,glasses_dataset2__no_eyewear__young-handsome-man-isolated-using-his-telephone_1194-510937.jpg,500,500
0,180,0,308,316,glasses_dataset2__no_eyewear__young-male-profile-outdoors-20311241.jpg,500,500
0,32,19,339,301,glasses_dataset2__no_eyewear__young-man-13298724.jpg,500,500
0,55,7,374,323,glasses_dataset2__no_eyewear__young-man-15098661.jpg,500,500
0,82,45,324,284,glasses_dataset2__no_eyewear__young-man-15995319.jpg,500,500
0,92,64,329,257,glasses_dataset2__no_eyewear__young-man-17649274.jpg,500,500
0,28,0,317,332,glasses_dataset2__no_eyewear__young-man-isolated-white-background-30504953.jpg,500,500
0,69,21,365,306,glasses_dataset2__no_eyewear__young-man-outdoors-portrait-handsome-park-30839095.jpg,500,500
0,81,17,374,305,glasses_dataset2__no_eyewear__young-man-portrait-3524487.jpg,500,500
0,44,17,367,320,glasses_dataset2__no_eyewear__young-man-portrait-605470-gallery.jpg,500,500
0,94,18,335,317,glasses_dataset2__no_eyewear__young-man-portrait-7363059.jpg,500,500
0,168,10,310,312,glasses_dataset2__no_eyewear__young-man-profile-view-young-man-profile-view-isolated-gray-studio-background-123783174.jpg,500,500
0,73,39,349,291,glasses_dataset2__no_eyewear__young-men-11576196.jpg,500,500
0,0,4,358,326,glasses_dataset2__no_eyewear__young-moroccan-girl_1368-471585.jpg,500,500
0,0,20,369,308,glasses_dataset2__no_eyewear__young-pretty-woman-holding-wallet-isolated-white-background-thinking-idea-looking-side_1368-443026.jpg,500,500
0,85,16,322,316,glasses_dataset2__no_eyewear__young-white-guy-pompadour-hairstyle-dressed-black-shirt-serious-face-isolated-background-146852796.jpg,500,500
0,117,41,350,285,glasses_dataset2__no_eyewear__young-white-man-moisturizer-cream-his-face-25999418.jpg,500,500
0,66,14,419,313,glasses_dataset2__no_eyewear__young-woman-19498602.jpg,500,500
0,32,28,421,291,glasses_dataset2__no_eyewear__young-woman-6-1434119.jpg,500,500
0,92,15,380,311,glasses_dataset2__no_eyewear__young-woman-beauty-attractive-shot-61513803.jpg,500,500
0,52,56,324,277,glasses_dataset2__no_eyewear__young-woman-bw-03-big.jpg,500,500
0,93,25,345,315,glasses_dataset2__no_eyewear__young-woman-outside-house.jpg,500,500
0,93,49,357,296,glasses_dataset2__no_eyewear__young-woman-portrait-7527579.jpg,500,500
0,58,10,339,340,glasses_dataset2__no_eyewear__young-woman-smiling-FF07CG.jpg,500,500
0,138,6,268,336,glasses_dataset2__no_eyewear__young-woman-surrounded-with-flowers-11277388414Gs6l.jpg,500,500
0,68,19,360,308,glasses_dataset2__no_eyewear__young-woman-white-background-15533393.jpg,500,500
0,104,4,350,328,glasses_dataset2__no_eyewear__young-women-11041273.jpg,500,500
0,116,0,266,330,glasses_dataset2__no_eyewear__young-women-7406895.jpg,500,500
0,146,52,310,285,glasses_dataset2__no_eyewear__young-women-corporate-headshot-portrait-woman-her-professional-profile-photo-92515945.jpg,500,500
